card_code,card_company,card_company_eng,card_link,card_name,card_type
3979,삼성카드,samsung,"https://www.banksalad.com/cards/3979/issue",카카오뱅크 삼성카드,credit
3980,국민카드,kb,"https://www.banksalad.com/cards/3980/issue",펭수 노리 check(펭카),check
3981,롯데카드,lotte,"https://www.banksalad.com/cards/3981/issue",LOCA Classic,credit
3987,롯데카드,lotte,"https://www.banksalad.com/cards/3987/issue",LOCA PLATINUM 할인형,credit
3991,우리카드,woori,"https://www.banksalad.com/cards/3991/issue",카드의정석 UNTACT,credit
3992,우리카드,woori,"https://www.banksalad.com/cards/3992/issue",카드의정석 UNTACT PLATINUM,credit
3996,기업카드,ibk,"https://www.banksalad.com/cards/3996/issue",DailyWith 데일리위드 카드,credit
3999,신한카드,shinhan,"https://www.banksalad.com/cards/3999/issue",신한카드 Deep Dream,credit
4000,롯데카드,lotte,"https://www.banksalad.com/cards/4000/issue",롤라 카드,credit
4001,롯데카드,lotte,"https://www.banksalad.com/cards/4001/issue",뱅크샐러드 빨대카드,credit
4002,롯데카드,lotte,"https://www.banksalad.com/cards/4002/issue",LOCA MONEY,credit
4003,롯데카드,lotte,"https://www.banksalad.com/cards/4003/issue",LOCA 100,credit
4004,하나카드,hana,"https://www.banksalad.com/cards/4004/issue",MULTI Young 모바일카드,credit
4006,하나카드,hana,"https://www.banksalad.com/cards/4006/issue",토스 credit,credit
4009,신한카드,shinhan,"https://www.banksalad.com/cards/4009/issue",신한카드 Unboxing,credit
4010,신한카드,shinhan,"https://www.banksalad.com/cards/4010/issue",신한카드 Unboxing,hybrid
4012,신한카드,shinhan,"https://www.banksalad.com/cards/4012/issue",성남사랑 신한카드 Deep Dream 체크,check
4013,신한카드,shinhan,"https://www.banksalad.com/cards/4013/issue",신한플러스 멤버십 체크,check
4016,롯데카드,lotte,"https://www.banksalad.com/cards/4016/issue",LOCA LIKIT,credit
4053,국민카드,kb,"https://www.banksalad.com/cards/4053/issue",The Easy카드(적립형),credit
4054,국민카드,kb,"https://www.banksalad.com/cards/4054/issue",The Easy카드(할인형),credit
4056,현대카드,hyundai,"https://www.banksalad.com/cards/4056/issue",현대카드ZERO Edition2(할인형),credit
4057,현대카드,hyundai,"https://www.banksalad.com/cards/4057/issue",대한항공카드 150,credit
4058,하나카드,hana,"https://www.banksalad.com/cards/4058/issue",My Trip 1Q Global VIVA,credit
4059,삼성카드,samsung,"https://www.banksalad.com/cards/4059/issue",T 라이트 삼성카드,credit
4060,삼성카드,samsung,"https://www.banksalad.com/cards/4060/issue",국민행복 삼성카드 V2,credit
4061,신한카드,shinhan,"https://www.banksalad.com/cards/4061/issue",신한 국민행복카드[체크],check
4062,신한카드,shinhan,"https://www.banksalad.com/cards/4062/issue",신한 국민행복카드[신용],credit
4063,씨티카드,citi,"https://www.banksalad.com/cards/4063/issue",NEW 씨티 클리어 카드,credit
4064,현대카드,hyundai,"https://www.banksalad.com/cards/4064/issue",현대카드 DIGITAL LOVER,credit
4065,현대카드,hyundai,"https://www.banksalad.com/cards/4065/issue",현대카드ZERO Edition2(포인트형),credit
4066,현대카드,hyundai,"https://www.banksalad.com/cards/4066/issue",현대카드ZERO MOBILE Edition2(할인형),credit
4068,현대카드,hyundai,"https://www.banksalad.com/cards/4068/issue",현대카드ZERO MOBILE Edition2(포인트형),credit
4069,현대카드,hyundai,"https://www.banksalad.com/cards/4069/issue",현대카드Z family,credit
4070,현대카드,hyundai,"https://www.banksalad.com/cards/4070/issue",현대카드Z ontact,credit
4071,현대카드,hyundai,"https://www.banksalad.com/cards/4071/issue",현대카드Z work,credit
4072,현대카드,hyundai,"https://www.banksalad.com/cards/4072/issue",현대카드X BOOST,credit
4073,현대카드,hyundai,"https://www.banksalad.com/cards/4073/issue",현대카드 M BOOST,credit
4074,현대카드,hyundai,"https://www.banksalad.com/cards/4074/issue",현대카드 M2 BOOST,credit
4075,현대카드,hyundai,"https://www.banksalad.com/cards/4075/issue",the Pink,credit
4076,현대카드,hyundai,"https://www.banksalad.com/cards/4076/issue",현대카드 M3 BOOST,credit
4077,현대카드,hyundai,"https://www.banksalad.com/cards/4077/issue",현대카드X2 BOOST,credit
4078,현대카드,hyundai,"https://www.banksalad.com/cards/4078/issue",현대카드X3 BOOST,credit
4079,현대카드,hyundai,"https://www.banksalad.com/cards/4079/issue",현대카드 the Green Edition2,credit
4080,현대카드,hyundai,"https://www.banksalad.com/cards/4080/issue",the Red Edition5 (포인트형),credit
4081,현대카드,hyundai,"https://www.banksalad.com/cards/4081/issue",the Red Edition5 (항공 마일리지형),credit
4082,국민카드,kb,"https://www.banksalad.com/cards/4082/issue",KB국민 해외에선 check,check
4083,삼성카드,samsung,"https://www.banksalad.com/cards/4083/issue",삼성 iD ON 카드,credit
4084,우리카드,woori,"https://www.banksalad.com/cards/4084/issue",카드의정석 NEW우리V카드,credit
4085,현대카드,hyundai,"https://www.banksalad.com/cards/4085/issue",네이버 현대카드,credit
4087,현대카드,hyundai,"https://www.banksalad.com/cards/4087/issue",스타벅스 현대카드,credit
4088,우리카드,woori,"https://www.banksalad.com/cards/4088/issue",카드의정석 우리Vcheck,check
4089,NH카드,nh,"https://www.banksalad.com/cards/4089/issue",올바른 FLEX 카드,credit
4091,우리카드,woori,"https://www.banksalad.com/cards/4091/issue",LGU+ 카드의정석 Ⅱ,credit
4092,하나카드,hana,"https://www.banksalad.com/cards/4092/issue",MULTI On 모바일카드,credit
4093,국민카드,kb,"https://www.banksalad.com/cards/4093/issue",toss KB국민카드,credit
4095,하나카드,hana,"https://www.banksalad.com/cards/4095/issue",K리그 축덕 하나멤버스 1Q Play1 카드,credit
4096,부산은행,bnk,"https://www.banksalad.com/cards/4096/issue",369청춘불패 오포인트카드,check
4097,국민카드,kb,"https://www.banksalad.com/cards/4097/issue",펭수 노리 check(펭요미),check
4098,신한카드,shinhan,"https://www.banksalad.com/cards/4098/issue",11번가 신한카드,credit
4099,신한카드,shinhan,"https://www.banksalad.com/cards/4099/issue",신한카드 The CLASSIC-S,credit
4100,국민카드,kb,"https://www.banksalad.com/cards/4100/issue",첵첵check,check
4101,국민카드,kb,"https://www.banksalad.com/cards/4101/issue",위글위글 첵첵 check,check
4102,하나카드,hana,"https://www.banksalad.com/cards/4102/issue",CLUB Signature Asiana Club 카드,credit
4103,하나카드,hana,"https://www.banksalad.com/cards/4103/issue",하나 스카이패스 아멕스 플래티늄 카드,credit
4104,하나카드,hana,"https://www.banksalad.com/cards/4104/issue",CLUB Premier Hotel 카드,credit
4105,하나카드,hana,"https://www.banksalad.com/cards/4105/issue",CLUB Premier Travel 카드,credit
4106,하나카드,hana,"https://www.banksalad.com/cards/4106/issue",모두의 신세계 하나카드,credit
4107,하나카드,hana,"https://www.banksalad.com/cards/4107/issue",모두의 건강,credit
4108,하나카드,hana,"https://www.banksalad.com/cards/4108/issue",MULTI Oil 모바일카드,credit
4109,하나카드,hana,"https://www.banksalad.com/cards/4109/issue",국민 행복 카드,credit
4110,하나카드,hana,"https://www.banksalad.com/cards/4110/issue",MULTI Living 모바일카드,credit
4111,하나카드,hana,"https://www.banksalad.com/cards/4111/issue",MULTI Any 모바일카드,credit
4112,하나카드,hana,"https://www.banksalad.com/cards/4112/issue",하나원큐카드,credit
4113,하나카드,hana,"https://www.banksalad.com/cards/4113/issue",1Q Special+,credit
4114,하나카드,hana,"https://www.banksalad.com/cards/4114/issue",하나멤버스 1Q 카드 내맘대로,credit
4115,하나카드,hana,"https://www.banksalad.com/cards/4115/issue",모두의 쇼핑,credit
4116,하나카드,hana,"https://www.banksalad.com/cards/4116/issue",My Trip AsianaClub 카드 My flight,credit
4117,하나카드,hana,"https://www.banksalad.com/cards/4117/issue",My Trip SKYPASS 카드 My flight,credit
4118,국민카드,kb,"https://www.banksalad.com/cards/4118/issue",톡톡 with 토스 카드,credit
4119,하나카드,hana,"https://www.banksalad.com/cards/4119/issue",CLUB Primus Skypass 카드,credit
4121,롯데카드,lotte,"https://www.banksalad.com/cards/4121/issue",LOCA LIKIT 1.2,credit
4137,기업카드,ibk,"https://www.banksalad.com/cards/4137/issue",IBK 무직타이거 카드(신용),credit
4141,롯데카드,lotte,"https://www.banksalad.com/cards/4141/issue",I＇m WONDERFUL 플래티넘,credit
4142,롯데카드,lotte,"https://www.banksalad.com/cards/4142/issue",I＇m DRIVING,credit
4144,현대백화점,thehyundai,"https://www.banksalad.com/cards/4144/issue",현대백화점카드,credit
4145,현대백화점,thehyundai,"https://www.banksalad.com/cards/4145/issue",현대백화점 Fit카드,credit
4146,국민카드,kb,"https://www.banksalad.com/cards/4146/issue",KB국민 톡톡 F카드,credit
4147,국민카드,kb,"https://www.banksalad.com/cards/4147/issue",KB국민 톡톡 M카드,credit
4148,국민카드,kb,"https://www.banksalad.com/cards/4148/issue",KB국민 톡톡 O카드,credit
4149,국민카드,kb,"https://www.banksalad.com/cards/4149/issue",KB국민 톡톡 D카드,credit
4158,하나카드,hana,"https://www.banksalad.com/cards/4158/issue",후불하이패스 카드,credit
4174,현대카드,hyundai,"https://www.banksalad.com/cards/4174/issue",현대카드 후불하이패스카드,credit
4176,하나카드,hana,"https://www.banksalad.com/cards/4176/issue",내맘대로 쁨 카드,credit
4185,NH카드,nh,"https://www.banksalad.com/cards/4185/issue",올바른BAZIC카드,credit
4186,NH카드,nh,"https://www.banksalad.com/cards/4186/issue",올바른 OIL&PASS카드,credit
4187,NH카드,nh,"https://www.banksalad.com/cards/4187/issue",올바른 MYPICK 카드,credit
4188,NH카드,nh,"https://www.banksalad.com/cards/4188/issue",올바른 하나로카드,credit
4189,NH카드,nh,"https://www.banksalad.com/cards/4189/issue",별다줄카드,credit
4190,NH카드,nh,"https://www.banksalad.com/cards/4190/issue",올바른 NEW HAVE카드,credit
4191,국민카드,kb,"https://www.banksalad.com/cards/4191/issue",탐나는전 check,check
4192,국민카드,kb,"https://www.banksalad.com/cards/4192/issue",해피리워드 check,check
4193,국민카드,kb,"https://www.banksalad.com/cards/4193/issue",첵첵 check,check
4195,국민카드,kb,"https://www.banksalad.com/cards/4195/issue",그린재킷 check,check
4196,현대카드,hyundai,"https://www.banksalad.com/cards/4196/issue",kt-현대카드M Edition3 (청구할인형),credit
4197,신한카드,shinhan,"https://www.banksalad.com/cards/4197/issue",카카오페이 신한 콘 체크,check
6001,국민카드,kb,"https://www.banksalad.com/cards/3637/issue",탄탄대로 Miz&Mr카드(블루팩),credit
6002,국민카드,kb,"https://www.banksalad.com/cards/3637/issue",탄탄대로 Miz&Mr카드(퍼플팩),credit
6003,국민카드,kb,"https://www.banksalad.com/cards/3637/issue",탄탄대로 Miz&Mr카드(웨딩팩),credit
6011,국민카드,kb,"https://www.banksalad.com/cards/3998/issue","""Easy ring 티타늄카드(온라인쇼핑, 대형마트)""",credit
6012,국민카드,kb,"https://www.banksalad.com/cards/3998/issue","""Easy ring 티타늄카드(온라인쇼핑, 커피, 편의점, 베이커리)""",credit
6013,국민카드,kb,"https://www.banksalad.com/cards/3998/issue","""Easy ring 티타늄카드(온라인쇼핑, 주유)""",credit
6014,국민카드,kb,"https://www.banksalad.com/cards/3998/issue","""Easy ring 티타늄카드(대형마트, 커피, 편의점, 베이커리)""",credit
6015,국민카드,kb,"https://www.banksalad.com/cards/3998/issue","""Easy ring 티타늄카드(대형마트, 주유)""",credit
6016,국민카드,kb,"https://www.banksalad.com/cards/3998/issue","""Easy ring 티타늄카드(커피, 편의점, 베이커리, 주유)""",credit
6021,국민카드,kb,"https://www.banksalad.com/cards/4094/issue",Easy link 티타늄카드(패밀리팩),credit
6022,국민카드,kb,"https://www.banksalad.com/cards/4094/issue",Easy link 티타늄카드(사업자팩),credit
6023,국민카드,kb,"https://www.banksalad.com/cards/4094/issue",Easy link 티타늄카드(직장인팩),credit
